ProductCategory,CustomerCountry,CustomerContinent,Profit
Grocery,Wallis and Futuna,Oceania,6471.12
Games,Cape Verde,Africa,1773.3
Toys,Suriname,South America,386.82
Movies,Indonesia,Asia,32.56
Home,Niue,Oceania,652.8
Kids,Costa Rica,North America,3862.26
Clothing,Benin,Africa,5794.26
Books,Japan,Asia,1665.18
Movies,United States Minor Outlying Islands,Oceania,2714.66
Movies,Saudi Arabia,Asia,130
Industrial,Samoa,Oceania,609
Automotive,Peru,South America,1360.72
Books,Madagascar,Africa,526.28
Electronics,Montenegro,Europe,8189.04
Games,Slovenia,Europe,2233.44
Industrial,Marshall Islands,Oceania,721.62
Movies,Vatican,Europe,3048.8
Books,United States Minor Outlying Islands,Oceania,478.86
Outdoors,Haiti,North America,5188.85
Tools,Barbados,North America,3126.62
Clothing,Montserrat,North America,3905.56
Toys,Vatican,Europe,122.4
Beauty,Mauritania,Africa,591.6
Electronics,India,Asia,1796.3
Automotive,Comoros,Africa,6326.38
Garden,Lithuania,Europe,5460
Computers,Saint Vincent and the Grenadines,North America,4620.36
Movies,Serbia,Europe,5030.72
Computers,Gabon,Africa,4230.46
Games,Czech Republic,Europe,1343.79
Industrial,Sierra Leone,Africa,7566.16
Kids,Anguilla,North America,3365.2
Health,Saint Lucia,North America,1708.26
Home,Somalia,Africa,8498.88
Home,Palau,Oceania,5687.6
Beauty,Bolivia,South America,4914.69
Movies,Rwanda,Africa,3202.21
Outdoors,Bhutan,Asia,5780.18
Automotive,Montserrat,North America,99
Industrial,Ivory Coast,Africa,1094.82
Home,Gibraltar,Europe,598.5
Automotive,Norfolk Island,Oceania,1436.91
Games,Guam,Oceania,415.38
Health,Hungary,Europe,4.85
Books,Papua New Guinea,Oceania,1367.76
Electronics,Cayman Islands,North America,6755.77
Automotive,San Marino,Europe,1231.65
Industrial,Bahrain,Asia,363.3
Kids,Argentina,South America,1218.36
Home,Reunion,Africa,518.76
Electronics,French Polynesia,Oceania,2067.96
Sports,Curacao,North America,1628.6
Garden,Belize,North America,64.22
Computers,Estonia,Europe,3232.8
Automotive,Sint Maarten,North America,2493.12
Toys,Puerto Rico,North America,553.8
Grocery,Norway,Europe,6005.25
Industrial,Burundi,Africa,493
Home,Iceland,Europe,16.29
Beauty,Pitcairn,Oceania,7049.9
Tools,South Africa,Africa,8.97
Health,Gambia,Africa,231.66
Garden,Turks and Caicos Islands,North America,134.52
Clothing,Tuvalu,Oceania,473.22
Automotive,Mauritius,Africa,513.6
Baby,Bulgaria,Europe,124.32
Books,Niger,Africa,1481.35
Computers,Kyrgyzstan,Asia,4191.84
Baby,Chile,South America,397.54
Games,Morocco,Africa,1268.8
Jewelery,New Caledonia,Oceania,605.88
Grocery,Saint Pierre and Miquelon,North America,2046.12
Health,Guinea,Africa,4203.57
Music,Nicaragua,North America,3293.76
Kids,Ireland,Europe,177.51
Toys,Saint Lucia,North America,2560
Automotive,Guernsey,Europe,1803.95
Automotive,Myanmar,Asia,1072.14
Games,Jersey,Europe,2499.51
Sports,Macedonia,Europe,766.08
Baby,Lithuania,Europe,1191.68
Games,India,Asia,3747.36
Books,Romania,Europe,231.08
Shoes,Antarctica,Antarctica,2242.8
Clothing,Tonga,Oceania,5597.76
Toys,Qatar,Asia,1076.9
Outdoors,Cuba,North America,5193.72
Computers,Tajikistan,Asia,4373.04
Movies,Mozambique,Africa,423.62
Movies,France,Europe,542.88
Music,Antarctica,Antarctica,2040.2
Beauty,South Georgia and the South Sandwich Islands,Antarctica,3299.4
Jewelery,Heard Island and McDonald Islands,Antarctica,751.74
Sports,Kiribati,Oceania,1391.28
Grocery,Bhutan,Asia,1672.56
Sports,Antigua and Barbuda,North America,657.66
Kids,Georgia,Asia,779
Sports,Luxembourg,Europe,3037.83
Books,Swaziland,Africa,6410.25
Shoes,Jordan,Asia,836.4
Sports,British Indian Ocean Territory,Asia,5420.25
Outdoors,Honduras,North America,3911.78
Computers,Rwanda,Africa,2540.98
Outdoors,Benin,Africa,254.24
Baby,Kenya,Africa,297.39
Sports,Azerbaijan,Asia,1390.09
Computers,Greece,Europe,3071
Shoes,Romania,Europe,386.08
Movies,Malawi,Africa,2810.88
Garden,Cocos Islands,Asia,1052.44
Kids,Israel,Asia,137.95
Games,Azerbaijan,Asia,2191.86
Sports,Luxembourg,Europe,2533.1
Tools,Serbia,Europe,3766.5
Kids,Italy,Europe,2527.2
Computers,Cyprus,Europe,3180.96
Books,Luxembourg,Europe,2487.46
Sports,Philippines,Asia,622
Outdoors,Chile,South America,2785.97
Computers,Macedonia,Europe,2871.33
Toys,Mongolia,Asia,206.46
Music,Afghanistan,Asia,4704.42
Books,Gibraltar,Europe,6773.06
Toys,Suriname,South America,3124.94
Kids,Finland,Europe,6652.8
Music,Gibraltar,Europe,3009.6
Baby,Philippines,Asia,1640.16
Health,Eritrea,Africa,2377.25
Industrial,Bulgaria,Europe,455.7
Baby,Myanmar,Asia,502.15
Shoes,Sri Lanka,Asia,949.28
Tools,Netherlands,Europe,1747.96
Grocery,Bermuda,North America,1431.19
Health,Northern Mariana Islands,Oceania,2951.2
Games,Zambia,Africa,1132.2
Baby,Sweden,Europe,3173.73
Movies,Malaysia,Asia,139.26
Garden,Northern Mariana Islands,Oceania,480.6
Games,Liechtenstein,Europe,4605.3
Games,Brunei,Asia,1068.05
Baby,Papua New Guinea,Oceania,2889.15
Sports,Qatar,Asia,4241.16
Home,Barbados,North America,6018.87
Tools,Turkey,Asia,6963.88
Jewelery,Djibouti,Africa,871.15
Home,Grenada,North America,1633.58
Garden,South Korea,Asia,5434.74
Industrial,Germany,Europe,3982.02
Grocery,Russia,Europe,528.04
Toys,Niue,Oceania,2806.08
Baby,Niger,Africa,492.66
Books,Zambia,Africa,6153
Toys,Panama,North America,1495.91
Electronics,Greenland,North America,859.77
Clothing,Suriname,South America,2937.43
Clothing,Sierra Leone,Africa,3260.32
Automotive,El Salvador,North America,240.24
Outdoors,Cayman Islands,North America,4459.52
Books,Papua New Guinea,Oceania,1623.6
Games,Latvia,Europe,572.25
Music,Senegal,Africa,1085.8
Sports,Venezuela,South America,3592.24
Industrial,Switzerland,Europe,1836
Industrial,Malta,Europe,150.51
Outdoors,Estonia,Europe,4001.44
Industrial,Tajikistan,Asia,5628.91
Tools,Angola,Africa,1606.08
Health,Sweden,Europe,1143.62
Health,Peru,South America,5737.92
Outdoors,Gambia,Africa,2373.16
Movies,Ukraine,Europe,1060.5
Outdoors,Heard Island and McDonald Islands,Antarctica,4951.98
Kids,Georgia,Asia,6941.52
Shoes,Morocco,Africa,6293.56
Baby,Colombia,South America,4496.94
Electronics,Palestinian Territory,Asia,1430.9
Electronics,Kenya,Africa,1787.04
Industrial,Gambia,Africa,1377.6
Grocery,Djibouti,Africa,3411.74
Beauty,Malawi,Africa,3040
Sports,Qatar,Asia,4143.36
Kids,Christmas Island,Asia,396.5
Games,Vietnam,Asia,79.56
Jewelery,British Indian Ocean Territory,Asia,2043.36
Electronics,Bangladesh,Asia,2900.16
Home,Mongolia,Asia,270.22
Shoes,Syria,Asia,6736.59
Movies,Saint Vincent and the Grenadines,North America,4.62
Toys,Tonga,Oceania,4188.97
Games,New Zealand,Oceania,4537.06
Electronics,Tonga,Oceania,600.03
Automotive,Spain,Europe,2527.8
Home,Barbados,North America,7652.82
Industrial,United Arab Emirates,Asia,730.25
Sports,Algeria,Africa,4209.92
Automotive,Pakistan,Asia,4739.28
Beauty,Turkmenistan,Asia,1261.4
Home,Latvia,Europe,602.8
Shoes,Ecuador,South America,119.47
Computers,Kazakhstan,Asia,615.6
Games,Suriname,South America,6467.14
Grocery,Yemen,Asia,4739.77
Toys,Ivory Coast,Africa,5241.4
Automotive,Equatorial Guinea,Africa,1332
Games,Antigua and Barbuda,North America,4194.71
Garden,Burundi,Africa,108.81
Industrial,Isle of Man,Europe,164.26
Electronics,Nicaragua,North America,3291.2
Health,Saudi Arabia,Asia,3048.48
Shoes,Tajikistan,Asia,2034.9
Baby,Guam,Oceania,1482.12
Computers,Seychelles,Africa,2239.38
Games,Australia,Oceania,933.78
Baby,Hong Kong,Asia,441.1
Clothing,Sweden,Europe,3486.15
Games,American Samoa,Oceania,1835.15
Toys,South Africa,Africa,673.11
Sports,Guyana,South America,48.4
Games,Ukraine,Europe,232.18
Grocery,Kyrgyzstan,Asia,616.28
Grocery,Qatar,Asia,3775.68
Computers,Malaysia,Asia,1845
Movies,Bolivia,South America,488.91
Computers,Togo,Africa,942.88
Tools,Mali,Africa,4690.4
Outdoors,South Georgia and the South Sandwich Islands,Antarctica,2406.18
Sports,Peru,South America,174.25
Sports,Iran,Asia,3707.55
Movies,Jamaica,North America,2579.36
Shoes,Nicaragua,North America,5036.71
Health,Andorra,Europe,469.89
Electronics,China,Asia,4008.09
Beauty,Croatia,Europe,1392.22
Grocery,Tonga,Oceania,535.19
Movies,Cape Verde,Africa,292.4
Outdoors,Cyprus,Europe,594.69
Beauty,Rwanda,Africa,14.52
Jewelery,Kenya,Africa,8.71
Health,Nicaragua,North America,169.95
Outdoors,Christmas Island,Asia,5841
Music,South Sudan,Africa,1630.11
Computers,British Virgin Islands,North America,2659.23
Baby,Guam,Oceania,1454.35
Health,Palau,Oceania,2924.31
Home,Syria,Asia,4401.54
Books,Reunion,Africa,220.5
Toys,Svalbard and Jan Mayen,Europe,562.35
Sports,Armenia,Asia,6764.64
Baby,Syria,Asia,2930.4
Kids,Vanuatu,Oceania,1063.52
Jewelery,Slovakia,Europe,4362.88
Computers,Bahamas,North America,871.23
Books,Slovenia,Europe,2593.08
Movies,Bolivia,South America,367.12
Music,Ethiopia,Africa,5109.72
Baby,Malaysia,Asia,766.7
Automotive,Vatican,Europe,128
Outdoors,Bhutan,Asia,782.73
Music,Falkland Islands,South America,132.98
Health,Hungary,Europe,35.28
Industrial,Pakistan,Asia,3388.4
Outdoors,Bahamas,North America,1134.42
Industrial,Myanmar,Asia,7294.08
Baby,Saint Barthelemy,North America,1884.68
Computers,Samoa,Oceania,3670.92
Automotive,Trinidad and Tobago,North America,842.31
Movies,Christmas Island,Asia,7857.26
Home,Germany,Europe,1022.92
Grocery,Sierra Leone,Africa,5284.71
Home,Saint Martin,North America,5605.6
Automotive,Vatican,Europe,3014.96
Books,Palestinian Territory,Asia,2914.1
Baby,Antigua and Barbuda,North America,4.5
Outdoors,Canada,North America,178.98
Health,Jordan,Asia,1198.26
Baby,Hungary,Europe,6736.47
Health,Bhutan,Asia,1165.8
Jewelery,Rwanda,Africa,3391.85
Jewelery,Sudan,Africa,2267.2
Baby,Guam,Oceania,5253.8
Shoes,Iceland,Europe,1287
Shoes,Saint Lucia,North America,3097.92
Computers,Laos,Asia,4316.6
Baby,Equatorial Guinea,Africa,1945.35
Beauty,French Southern Territories,Antarctica,1041.88
Kids,Anguilla,North America,229.52
Industrial,Bahamas,North America,2117.3
Baby,Sweden,Europe,70.98
Clothing,Kuwait,Asia,2671.5
Games,Martinique,North America,117.32
Baby,Tunisia,Africa,2399.84
Garden,Saint Pierre and Miquelon,North America,2395.69
Health,Romania,Europe,66.12
Clothing,Wallis and Futuna,Oceania,1378.16
Sports,Guatemala,North America,1884.96
Outdoors,Central African Republic,Africa,114.72
Industrial,Belize,North America,7011.84
Music,Morocco,Africa,1589.28
Books,Ghana,Africa,1483.35
Automotive,Georgia,Asia,1425.23
Games,Tanzania,Africa,3847.5
Grocery,Oman,Asia,2729.34
Shoes,Serbia,Europe,2223.63
Sports,Honduras,North America,176.22
Kids,Mayotte,Africa,6392.36
Jewelery,Grenada,North America,613.46
Kids,Liberia,Africa,970.3
Clothing,Greece,Europe,1184.72
Shoes,Qatar,Asia,754.42
Toys,Saint Pierre and Miquelon,North America,1260.24
Sports,Aruba,North America,4114.8
Automotive,Ivory Coast,Africa,1891.58
Automotive,Bhutan,Asia,485.21
Tools,Poland,Europe,287.5
Garden,United Kingdom,Europe,621.52
Clothing,Saint Barthelemy,North America,2428.02
Clothing,Botswana,Africa,1425.6
Industrial,Puerto Rico,North America,144.56
Baby,Tuvalu,Oceania,27.28
Clothing,El Salvador,North America,1221.48
Electronics,Samoa,Oceania,1028
Music,Turkey,Asia,1072.85
Tools,Belarus,Europe,758.4
Sports,Kuwait,Asia,42.8
Books,Ireland,Europe,4825.55
Toys,Niger,Africa,2580.6
Music,Liberia,Africa,371.05
Kids,Czech Republic,Europe,4011.28
Computers,Saint Martin,North America,3001.67
Industrial,France,Europe,142.5
Sports,Cook Islands,Oceania,928.81
Baby,Albania,Europe,722.2
Toys,Colombia,South America,1980.3
Shoes,Canada,North America,1865.5
Toys,Monaco,Europe,5276.7
Shoes,Switzerland,Europe,423.43
Toys,Guinea,Africa,2082.5
Industrial,Qatar,Asia,429.68
Jewelery,Sierra Leone,Africa,430.86
Electronics,Liechtenstein,Europe,5798.98
Clothing,Bosnia and Herzegovina,Europe,920.58
Music,Cambodia,Asia,2512.2
Kids,Bermuda,North America,3779.27
Books,Tokelau,Oceania,485.87
Clothing,Philippines,Asia,1271.25
Games,Togo,Africa,3151.46
Kids,Ireland,Europe,2531.1
Jewelery,Hungary,Europe,27.84
Music,Jersey,Europe,709.8
Beauty,Lithuania,Europe,2087.4
Kids,Guatemala,North America,382.2
Clothing,Eritrea,Africa,1628.71
Automotive,Kiribati,Oceania,78.54
Electronics,United States,North America,210.1
Kids,Albania,Europe,3289.6
Garden,Curacao,North America,2880.15
Automotive,Liechtenstein,Europe,3432
Movies,U.S. Virgin Islands,North America,3780
Clothing,Somalia,Africa,3116.65
Outdoors,Croatia,Europe,1066
Automotive,Belarus,Europe,2003.09
Sports,Niue,Oceania,2357.2
Sports,Tokelau,Oceania,3937.99
Health,Estonia,Europe,10.4
Grocery,British Indian Ocean Territory,Asia,1696.7
Garden,Armenia,Asia,537.84
Books,Turkey,Asia,510.9
Jewelery,Tunisia,Africa,195.16
Computers,United States,North America,6562.3
Industrial,Dominica,North America,78.12
Movies,Cayman Islands,North America,121.2
Electronics,Ghana,Africa,218.05
Electronics,Martinique,North America,3539.76
Baby,Malta,Europe,1835.82
Games,South Africa,Africa,4936.4
Tools,Burkina Faso,Africa,5360.54
Home,Denmark,Europe,3207.12
Industrial,Nepal,Asia,188.86
Home,Bahrain,Asia,5469.3
Games,Iceland,Europe,2218.44
Grocery,Vietnam,Asia,3998.76
Games,Isle of Man,Europe,2156.34
Sports,Tuvalu,Oceania,112.32
Books,Kyrgyzstan,Asia,1450.8
Music,Cayman Islands,North America,7770.22
Beauty,Sao Tome and Principe,Africa,38.9
Clothing,Morocco,Africa,155.19
Automotive,Portugal,Europe,419.89
Grocery,Dominican Republic,North America,5418.9
Computers,Portugal,Europe,2616.35
Outdoors,Costa Rica,North America,2444
Baby,Cambodia,Asia,2063.36
Automotive,American Samoa,Oceania,5472.32
Books,Mayotte,Africa,68.64
Jewelery,Tonga,Oceania,30
Outdoors,Switzerland,Europe,3787.21
Kids,Libya,Africa,3657.9
Industrial,Australia,Oceania,1233.22
Automotive,Afghanistan,Asia,2140.92
Toys,Brazil,South America,15.35
Shoes,Ireland,Europe,2412.96
Beauty,Sudan,Africa,6452.4
Electronics,Saint Helena,Africa,4936.67
Sports,Bangladesh,Asia,6619.6
Shoes,Cook Islands,Oceania,2548.26
Kids,Malawi,Africa,3661.02
Jewelery,Poland,Europe,8017.92
Books,Western Sahara,Africa,1804.56
Outdoors,Sierra Leone,Africa,656.85
Games,British Virgin Islands,North America,1168.01
Industrial,Denmark,Europe,3346.16
Computers,Svalbard and Jan Mayen,Europe,821.25
Home,United Arab Emirates,Asia,8518.58
Industrial,Angola,Africa,592.2
Garden,Bangladesh,Asia,3036.93
Sports,Angola,Africa,1841.64
Toys,Greece,Europe,4864.65
Movies,Saint Pierre and Miquelon,North America,562.74
Books,Andorra,Europe,6064.41
Health,Gambia,Africa,2236.68
Beauty,Cameroon,Africa,116.34
Movies,Republic of the Congo,Africa,2122.56
Clothing,Guernsey,Europe,183.43
Kids,Finland,Europe,5931.66
Shoes,Serbia,Europe,341.03
Clothing,Thailand,Asia,17.91
Jewelery,Colombia,South America,3504.63
Kids,Nigeria,Africa,2567.11
Music,Costa Rica,North America,4384.42
Computers,Northern Mariana Islands,Oceania,1480.47
Beauty,Puerto Rico,North America,762
Beauty,Saint Martin,North America,428.64
Industrial,Thailand,Asia,768.17
Games,Bahamas,North America,268.46
Beauty,Iran,Asia,26.18
Health,Mayotte,Africa,451.44
Kids,Costa Rica,North America,5675.36
Baby,Senegal,Africa,755.09
Health,Jersey,Europe,2585.42
Kids,Russia,Europe,4848.66
Books,South Korea,Asia,286.73
Home,Albania,Europe,2809.84
Kids,Marshall Islands,Oceania,1347.24
Shoes,Hong Kong,Asia,48.84
Tools,Antarctica,Antarctica,563.4
Garden,Liberia,Africa,2023.4
Jewelery,Spain,Europe,464.8
Tools,Grenada,North America,4395.69
Grocery,Lithuania,Europe,1165.64
Clothing,Cape Verde,Africa,1074.21
Clothing,Madagascar,Africa,1074.1
Tools,Ethiopia,Africa,735.3
Electronics,Bahrain,Asia,4147.2
Jewelery,Faroe Islands,Europe,437.9
Kids,Cambodia,Asia,8.06
Jewelery,Lebanon,Asia,797.81
Tools,Aruba,North America,809.6
Outdoors,Gambia,Africa,112.48
Tools,Monaco,Europe,694.4
Tools,Turkmenistan,Asia,703.5
Movies,Liechtenstein,Europe,399.84
Beauty,East Timor,Oceania,1423.45
Shoes,Burundi,Africa,1678.6
Kids,Guinea,Africa,546.72
Industrial,Samoa,Oceania,5624.96
Movies,Trinidad and Tobago,North America,4074.42
Computers,United States,North America,2473.08
Industrial,Colombia,South America,1585.98
Movies,Maldives,Asia,468.86
Garden,Saint Martin,North America,121.9
Books,Indonesia,Asia,688.5
Music,Cyprus,Europe,3353.5
Toys,Mauritius,Africa,1519.56
Home,France,Europe,111.65
Books,Algeria,Africa,2509.2
Jewelery,Sweden,Europe,605.02
Tools,Cook Islands,Oceania,3272.39
Kids,Saudi Arabia,Asia,1936.83
Music,Mayotte,Africa,1909.6
Tools,Wallis and Futuna,Oceania,4280.31
Industrial,Cambodia,Asia,3444.48
Industrial,Guatemala,North America,2926.12
Tools,Latvia,Europe,790.4
Sports,Kuwait,Asia,280.86
Home,Central African Republic,Africa,2530
Industrial,"Bonaire, Saint Eustatius and Saba ",North America,1999.48
Grocery,Brazil,South America,49.77
Books,British Virgin Islands,North America,2003.4
Industrial,Bulgaria,Europe,4779
Games,Brazil,South America,1857.12
Jewelery,Uganda,Africa,1159.2
Sports,Greece,Europe,810.84
Grocery,Zimbabwe,Africa,4826.3
Shoes,Hong Kong,Asia,8898.24
Jewelery,Saint Helena,Africa,224.75
Garden,Iraq,Asia,5584.2
Movies,Chile,South America,246.4
Home,South Georgia and the South Sandwich Islands,Antarctica,1481.85
Electronics,Finland,Europe,283.95
Grocery,Sweden,Europe,7520.36
Music,Yemen,Asia,5834.4
Kids,Zimbabwe,Africa,781.44
Shoes,United States Minor Outlying Islands,Oceania,1001.67
Garden,Lithuania,Europe,1075.32
Movies,Morocco,Africa,1256.64
Beauty,Cocos Islands,Asia,2458.47
Garden,Lebanon,Asia,2312.6
Electronics,Cuba,North America,1312.19
Books,Cuba,North America,408.75
Electronics,Hong Kong,Asia,1861.92
Music,Rwanda,Africa,5880.6
Grocery,Togo,Africa,6840.6
Home,Canada,North America,3184.76
Movies,Singapore,Asia,123.2
Electronics,Bouvet Island,Antarctica,121.26
Tools,Western Sahara,Africa,1842.75
Jewelery,Haiti,North America,4988.06
Jewelery,Lesotho,Africa,356.36
Jewelery,Russia,Europe,4140.9
Garden,Bahrain,Asia,858.4
Automotive,Iraq,Asia,93.12
Music,Oman,Asia,37.5
Toys,Costa Rica,North America,3435.08
Music,Comoros,Africa,1673.16
Tools,Kiribati,Oceania,61.28
Jewelery,Malaysia,Asia,296.64
Garden,Zambia,Africa,1472.88
Shoes,Australia,Oceania,4076.8
Beauty,Greece,Europe,1014.62
Computers,Maldives,Asia,1555.02
Tools,Aland Islands,Europe,7155.2
Automotive,Saudi Arabia,Asia,1991.04
Books,British Indian Ocean Territory,Asia,1993.74
Shoes,Saudi Arabia,Asia,193.8
Health,Guernsey,Europe,1682.64
Grocery,Swaziland,Africa,5860.8
Clothing,Kuwait,Asia,321.3
Games,Dominica,North America,9.56
Electronics,Eritrea,Africa,57.4
Industrial,Bosnia and Herzegovina,Europe,924.48
Shoes,Hong Kong,Asia,159.12
Electronics,Denmark,Europe,1370.2
Books,Dominican Republic,North America,1335.84
Home,Poland,Europe,3334.72
Computers,Togo,Africa,5468.82
Jewelery,South Georgia and the South Sandwich Islands,Antarctica,1820.7
Toys,Papua New Guinea,Oceania,1771.2
Computers,Fiji,Oceania,3994.86
Grocery,Svalbard and Jan Mayen,Europe,2158.09
Jewelery,Portugal,Europe,4176.35
Industrial,"Bonaire, Saint Eustatius and Saba ",North America,4121.28
Outdoors,Zimbabwe,Africa,3519.45
Books,Sint Maarten,North America,1706.76
Automotive,Lithuania,Europe,3306.87
Music,Peru,South America,797.72
Clothing,Lesotho,Africa,5106.25
Computers,Venezuela,South America,2128.95
Sports,Turkey,Asia,6013.41
Industrial,Denmark,Europe,4058.88
Beauty,Burkina Faso,Africa,3128.52
Music,Saint Kitts and Nevis,North America,3288.11
Garden,Costa Rica,North America,1076.23
Games,Saint Kitts and Nevis,North America,2222.16
Games,Iceland,Europe,902.01
Beauty,Sierra Leone,Africa,2439.87
Health,Palau,Oceania,903.15
Automotive,Antigua and Barbuda,North America,4092.2
Home,Nicaragua,North America,3293
Clothing,Kuwait,Asia,143.36
Home,Guam,Oceania,3644.12
Games,Tunisia,Africa,8.04
Games,Albania,Europe,2502.33
Grocery,Indonesia,Asia,1293
Baby,Sudan,Africa,4250.6
Books,Sweden,Europe,3221.4
Health,Bermuda,North America,3212.62
Industrial,Faroe Islands,Europe,235.76
Toys,Gambia,Africa,1274
Beauty,Pitcairn,Oceania,4126.73
Beauty,Lithuania,Europe,1335.77
Games,Spain,Europe,699.2
Movies,Ukraine,Europe,475.38
Jewelery,Belarus,Europe,721.71
Automotive,Reunion,Africa,1876
Beauty,Chad,Africa,1667.52
Jewelery,Gabon,Africa,2499.84
Beauty,Wallis and Futuna,Oceania,2357.2
Books,Sao Tome and Principe,Africa,3074.68
Electronics,Moldova,Europe,861.12
Industrial,East Timor,Oceania,5252.28
Automotive,Seychelles,Africa,1149.39
Electronics,Saint Lucia,North America,1250.48
Industrial,Benin,Africa,203.7
Baby,Aland Islands,Europe,689.64
Health,Saint Vincent and the Grenadines,North America,503.28
Home,Argentina,South America,8525.8
Industrial,Sao Tome and Principe,Africa,408.5
Grocery,Nauru,Oceania,2927.34
Industrial,Isle of Man,Europe,4203.84
Shoes,Uruguay,South America,3448.28
Games,Guinea,Africa,1414.76
Grocery,Central African Republic,Africa,1314.46
Books,San Marino,Europe,1926.72
Games,Saint Martin,North America,325.92
Shoes,Grenada,North America,7708.59
Games,Suriname,South America,935.55
Toys,Antarctica,Antarctica,52.08
Industrial,Bosnia and Herzegovina,Europe,2442.68
Jewelery,Bangladesh,Asia,1861.2
Electronics,India,Asia,4464
Books,Suriname,South America,704.55
Outdoors,Ivory Coast,Africa,27.93
Baby,Antigua and Barbuda,North America,1321.92
Electronics,Armenia,Asia,3601.8
Baby,Martinique,North America,3104
Industrial,Indonesia,Asia,3412.24
Automotive,Togo,Africa,3247.86
Tools,Brunei,Asia,4524.66
Home,British Indian Ocean Territory,Asia,663.75
Games,Tanzania,Africa,1339.8
Computers,Ecuador,South America,1204.95
Beauty,New Zealand,Oceania,4644.3
Toys,South Georgia and the South Sandwich Islands,Antarctica,1465.29
Automotive,Poland,Europe,181.26
Tools,Swaziland,Africa,346.56
Automotive,Namibia,Africa,3909.03
Garden,Antigua and Barbuda,North America,1095.99
Baby,Kiribati,Oceania,5384.7
Home,Thailand,Asia,489.8
Tools,El Salvador,North America,823.2
Beauty,Antarctica,Antarctica,165
Health,Suriname,South America,3544.32
Books,Colombia,South America,1044.7
Tools,Northern Mariana Islands,Oceania,66.24
Health,Sudan,Africa,3780.65
Outdoors,Curacao,North America,5115.6
Industrial,Jamaica,North America,261.45
Toys,Portugal,Europe,186.4
Clothing,Togo,Africa,2148.9
Shoes,Equatorial Guinea,Africa,1407.45
Sports,Samoa,Oceania,3988.53
Baby,Iraq,Asia,8834.56
Tools,Singapore,Asia,146.34
Industrial,Cocos Islands,Asia,3884.5
Toys,Costa Rica,North America,1652.88
Outdoors,Ireland,Europe,2022.02
Outdoors,Mexico,North America,3233.4
Sports,Togo,Africa,173.4
Clothing,Bahrain,Asia,4340.73
Baby,Saint Martin,North America,606.06
Garden,Cambodia,Asia,4814
Music,Mongolia,Asia,266.4
Music,Monaco,Europe,1383.91
Kids,Panama,North America,3477.46
Outdoors,Vanuatu,Oceania,1844.04
Beauty,Tunisia,Africa,202.44
Tools,Ivory Coast,Africa,2647.12
Health,Christmas Island,Asia,771.12
Automotive,Kiribati,Oceania,323.4
Computers,Aland Islands,Europe,6359.1
Kids,Greece,Europe,1462.8
Music,French Guiana,South America,3938.15
Outdoors,Colombia,South America,157.08
Beauty,American Samoa,Oceania,923.64
Computers,Luxembourg,Europe,6141.96
Books,Djibouti,Africa,593.28
Automotive,Slovenia,Europe,391.3
Grocery,Angola,Africa,3210.8
Movies,Cayman Islands,North America,57.06
Industrial,Namibia,Africa,964.44
Electronics,Eritrea,Africa,3778.95
Industrial,Haiti,North America,80.73
Games,Zambia,Africa,3862.32
Jewelery,Republic of the Congo,Africa,737.8
Garden,Wallis and Futuna,Oceania,2679.53
Toys,French Guiana,South America,3050.2
Beauty,Hungary,Europe,6286.86
Shoes,Czech Republic,Europe,4739.42
Clothing,Bouvet Island,Antarctica,13.35
Books,East Timor,Oceania,8481.92
Electronics,French Southern Territories,Antarctica,4606.49
Health,Burkina Faso,Africa,1556.25
Clothing,Guadeloupe,North America,1470
Jewelery,Kazakhstan,Asia,991.82
Electronics,Taiwan,Asia,1584.24
Tools,South Korea,Asia,215.04
Games,Liberia,Africa,835.2
Kids,Latvia,Europe,732
Clothing,Paraguay,South America,4036.47
Outdoors,Georgia,Asia,3737.03
Automotive,Samoa,Oceania,1023.03
Health,Cayman Islands,North America,2677.53
Garden,Algeria,Africa,5321.05
Books,Ecuador,South America,2908.4
Garden,United States Minor Outlying Islands,Oceania,1145.34
Garden,North Korea,Asia,1443.05
Jewelery,Romania,Europe,129.34
Health,U.S. Virgin Islands,North America,1184.28
Computers,Yemen,Asia,6919.18
Kids,Malta,Europe,3373.64
Health,Bahrain,Asia,1334
Computers,Eritrea,Africa,2420.46
Automotive,Sri Lanka,Asia,1793.88
Tools,Lebanon,Asia,2988.12
Health,Uganda,Africa,192.56
Games,Senegal,Africa,2689.12
Garden,Lesotho,Africa,919.04
Automotive,Dominican Republic,North America,5628
Outdoors,Madagascar,Africa,210.6
Jewelery,Jamaica,North America,1013.52
Music,Paraguay,South America,5330.49
Beauty,Mexico,North America,2759.4
Electronics,Saint Martin,North America,3455.1
Books,Equatorial Guinea,Africa,165.75
Movies,Oman,Asia,5038.26
Movies,Nigeria,Africa,1463.95
Games,Aland Islands,Europe,558.74
Industrial,Dominican Republic,North America,2540.64
Books,French Southern Territories,Antarctica,8130.08
Industrial,Tajikistan,Asia,3078.06
Movies,French Guiana,South America,139.48
Grocery,Northern Mariana Islands,Oceania,533.8
Clothing,United Arab Emirates,Asia,2609.46
Jewelery,El Salvador,North America,1343.12
Electronics,Belarus,Europe,262.96
Kids,Djibouti,Africa,2868.24
Jewelery,Sweden,Europe,3160.5
Garden,Kuwait,Asia,6171.85
Industrial,Ireland,Europe,728.96
Jewelery,Anguilla,North America,594.38
Baby,Singapore,Asia,1223.04
Computers,Mexico,North America,64.68
